"Customweb_BarclaycardCw::Invoice Settlement","Invoice Settlement"
"Customweb_BarclaycardCw::Invoice Totals","Factuurtotalen"
"Customweb_BarclaycardCw::Invoice settlement","Creatie van de rekening"
"Customweb_BarclaycardCw::Invoice was created successfully","Het rekening is gemaakt met goed gevolg"
"Customweb_BarclaycardCw::Invoices","Facturen"
"Customweb_BarclaycardCw::Issue Number","Albumreeks"
"Customweb_BarclaycardCw::Issuer country code and billing country code.","Emittent landcode en facturering landcode."
"Customweb_BarclaycardCw::It is not possible to checkout in your country.","It is not possible to checkout in your country."
"Customweb_BarclaycardCw::Italy (IT)","Italië (IT)"
"Customweb_BarclaycardCw::Item","Item"
"Customweb_BarclaycardCw::Items","Items"
"Customweb_BarclaycardCw::Items Refunded","Items Refunded"
"Customweb_BarclaycardCw::JCB","JCB"
"Customweb_BarclaycardCw::Klarna","Klarna"
"Customweb_BarclaycardCw::Learn More","Learn More"
"Customweb_BarclaycardCw::Live HMAC Key","Live HMAC Key"
"Customweb_BarclaycardCw::Live Identifier (PBX_IDENTIFIANT)","Live Identifier (PBX_IDENTIFIANT)"
"Customweb_BarclaycardCw::Live Mode","Live Mode"
"Customweb_BarclaycardCw::Live PSPID","Live PSPID"
"Customweb_BarclaycardCw::Live Password","Live Password"
"Customweb_BarclaycardCw::Live Rang (PBX_RANG)","Live Rang (PBX_RANG)"
"Customweb_BarclaycardCw::Live Site ID (PBX_SITE)","Live Site ID (PBX_SITE)"
"Customweb_BarclaycardCw::Logging","Logging"
"Customweb_BarclaycardCw::Login","Login"
"Customweb_BarclaycardCw::Login & Register","Login & Register"
"Customweb_BarclaycardCw::Login and password are required.","Login and password are required."
"Customweb_BarclaycardCw::Logo","Logo"
"Customweb_BarclaycardCw::Maestro","Maestro"
"Customweb_BarclaycardCw::Maestro UK","Maestro UK"
"Customweb_BarclaycardCw::Mail Order / Telephone Order (MoTo)","Mail Order / Telephone Order (MoTo)"
"Customweb_BarclaycardCw::Mail order/telephone order authorization","Postorder / telefonische bestellingen machtiging"
"Customweb_BarclaycardCw::Make sure that the request method is set to POST.","Zorg ervoor dat het verzoek methode is ingesteld om POST."
"Customweb_BarclaycardCw::Male","Mannelijk"
"Customweb_BarclaycardCw::Manage Stores","Beheer winkels"
"Customweb_BarclaycardCw::Manage Barclaycard Aliases","Manage Barclaycard Aliases"
"Customweb_BarclaycardCw::Mark all transactions as uncertain, except those from countries listed below.","Markeer alle transacties als onzeker, behalve die van hieronder vermelde landen."
"Customweb_BarclaycardCw::MasterCard","MasterCard"
"Customweb_BarclaycardCw::MasterPass","MasterPass"
"Customweb_BarclaycardCw::MasterPass: Order Confirmation","MasterPass: Order Confirmation"
"Customweb_BarclaycardCw::Maximum Order Total","Maximum Bestel Total"
"Customweb_BarclaycardCw::Merchant Origin","Merchant oorsprong"
"Customweb_BarclaycardCw::Merchant Reference","Merchant referentie"
"Customweb_BarclaycardCw::Message","Bericht"
"Customweb_BarclaycardCw::Method Title","Method Title"
"Customweb_BarclaycardCw::Minimum Order Total","Minimum Bestel Total"
"Customweb_BarclaycardCw::Mobile Template","Mobile Template"
"Customweb_BarclaycardCw::Mobile Template URL","Mobile Template URL"
"Customweb_BarclaycardCw::Month","Maand"
"Customweb_BarclaycardCw::More failed transaction as the configured threshold of failed transactions.","Meer mislukte transactie als de geconfigureerde drempel van mislukte transacties."
"Customweb_BarclaycardCw::My Barclaycard Aliases","My Barclaycard Aliases"
"Customweb_BarclaycardCw::Netherlands (NL)","Nederland (NL)"
"Customweb_BarclaycardCw::New Order","New Order"
"Customweb_BarclaycardCw::New Order Status","Niewe bestelstatus"
"Customweb_BarclaycardCw::New card","New card"
"Customweb_BarclaycardCw::Next Update Execution Date","Next Update Execution Date"
"Customweb_BarclaycardCw::No","Geen"
"Customweb_BarclaycardCw::No API password was provided.","Geen API wachtwoord werd opgegeven."
"Customweb_BarclaycardCw::No API username was provided.","Geen API gebruikersnaam werd opgegeven."
"Customweb_BarclaycardCw::No IBAN provided.","Geen IBAN verstrekt."
"Customweb_BarclaycardCw::No Items","No Items"
"Customweb_BarclaycardCw::No PSPID was provided.","No PSPID was provided."
"Customweb_BarclaycardCw::No additional payment information available.","Geen extra betaling informatie beschikbaar"
"Customweb_BarclaycardCw::No authorization method found for payment method !method.","Geen vergunning methode gevonden voor de betalingswijze"
"Customweb_BarclaycardCw::No button returned.","Geen knop terug."
"Customweb_BarclaycardCw::No day set in the date of birth field.","Geen dag in de geboortedatum veld."
"Customweb_BarclaycardCw::No month set in the date of birth field.","Geen maand in te stellen in de geboortedatum veld."
"Customweb_BarclaycardCw::No refund possible.","Geen terugbetaling mogelijk"
"Customweb_BarclaycardCw::No shipping method needed.","No shipping method needed."
"Customweb_BarclaycardCw::No year set in the date of birth field.","Geen jaar in de geboortedatum veld."
"Customweb_BarclaycardCw::No, use the dropdown.","No, use the dropdown."
"Customweb_BarclaycardCw::Non 3D Secure Behavior","Niet 3D Secure Gedrag"
"Customweb_BarclaycardCw::Non 3D Secure Behavior Country List","Niet 3D Secure Gedrag Land Lijst"
"Customweb_BarclaycardCw::None","None"
"Customweb_BarclaycardCw::Norway (NO)","Norway (NO)"
"Customweb_BarclaycardCw::Not Germany","Niet Duitsland"
"Customweb_BarclaycardCw::Notification URL","URL van de kennisgeving"
"Customweb_BarclaycardCw::Only an authorized transaction can be marked as finally declined.","Only an authorized transaction can be marked as finally declined."
"Customweb_BarclaycardCw::Only an uncertain transaction can be marked as finally declined.","Only an uncertain transaction can be marked as finally declined."
"Customweb_BarclaycardCw::Only authorized transaction can be cancelled.","Alleen geautoriseerde transacties kan worden geannuleerd."
"Customweb_BarclaycardCw::Only authorized transaction can be captured.","Alleen geautoriseerde transacties kunnen worden geregistreerd"
"Customweb_BarclaycardCw::Only authorized transaction can be refunded.","Alleen geautoriseerde transacties kunnen worden bijgeschreven."
"Customweb_BarclaycardCw::Only captured transaction can be refunded.","Alleen opgenomen transacties kunnen worden bijgeschreven."
"Customweb_BarclaycardCw::Only on captured transaction the flag customer refusing to pay can be set.","Only on captured transaction the flag customer refusing to pay can be set."
"Customweb_BarclaycardCw::Operation Mode","Bedrijfsmodus"
"Customweb_BarclaycardCw::Operation failed because of error code '@code'.","Operation failed because of error code '@code'."
"Customweb_BarclaycardCw::Operation is not allowed.","Bediening is niet toegestaan​​."
"Customweb_BarclaycardCw::Operation is not supported.","Bediening wordt niet ondersteund."
"Customweb_BarclaycardCw::Operation is not supported. For this transaction id, an alias already exists.","De werking wordt niet ondersteund. Voor deze transactie-ID, een alias bestaat reeds."
"Customweb_BarclaycardCw::Orange","Orange"
"Customweb_BarclaycardCw::Order #","Order #"
"Customweb_BarclaycardCw::Order Description","Bestel Beschrijving"
"Customweb_BarclaycardCw::Order Grand Total","Bestel Grand Total"
"Customweb_BarclaycardCw::Order Information","Order Information"
"Customweb_BarclaycardCw::Order Prefix","Order Prefix"
"Customweb_BarclaycardCw::Order Review","Order Review"
"Customweb_BarclaycardCw::Order Summary","Order Summary"
"Customweb_BarclaycardCw::Order Total","Order Total"
"Customweb_BarclaycardCw::Order cancelled, because the customer was too long in the payment process of Barclaycard.","De bestelling is geannuleerd omdat de klant was te lang gevestigd in het betalingsproces van Barclaycard."
"Customweb_BarclaycardCw::Order is stored, but not finally authorized or captured.","Order wordt opgeslagen, maar niet definitief geautoriseerd of opgenomen."
"Customweb_BarclaycardCw::Order prefix","Bestel prefix"
"Customweb_BarclaycardCw::Order was placed using %s","Order was placed using %s"
"Customweb_BarclaycardCw::Orders","Orders"
"Customweb_BarclaycardCw::Orders with with payments that are longer pending than the specified timeout in minutes are cancelled automatically.","Bestellingen waarvan de betaling is in behandeling langer dan de gedefinieerde time-out in minuten automatisch geannuleerd. Om deze functie moet je setup Magento cron gebruiken."
"Customweb_BarclaycardCw::PSPID Config","PSPID Config"
"Customweb_BarclaycardCw::Paid Amount","Betaalde bedrag"
"Customweb_BarclaycardCw::Partial refund not possible. You may retry with the total transaction amount.","Gedeeltelijke terugbetaling is niet mogelijk. Het bedrag hoger is dan het totale bedrag."
"Customweb_BarclaycardCw::Password","Password"
"Customweb_BarclaycardCw::Password and password confirmation are not equal.","Password and password confirmation are not equal."
"Customweb_BarclaycardCw::Password for the API user.","Wachtwoord voor de API gebruiker."
"Customweb_BarclaycardCw::Pay with ____paymentMethodName____","Pay with ____paymentMethodName____"
"Customweb_BarclaycardCw::Payment","Payment"
"Customweb_BarclaycardCw::Payment ID","Betaling ID"
"Customweb_BarclaycardCw::Payment Id","Betaling ID"
"Customweb_BarclaycardCw::Payment Information","Informatie over betaling"
"Customweb_BarclaycardCw::Payment Method","Betalingsmethode"
"Customweb_BarclaycardCw::Payment Method Listing","Lijst van betalingsmethoden"
"Customweb_BarclaycardCw::Payment Page Title","Payment Page Title"
"Customweb_BarclaycardCw::Payment captured successfully.","Betaling succes gevangen"
"Customweb_BarclaycardCw::Payment could not be authorized. Cancelling order. Reason :","De betaling is niet geatoriseerde. De bestelling wordt geannuleerd. Reden:"
"Customweb_BarclaycardCw::Payment details can be entered after placing the order","Betaling informatie kan worden ingevoerd na het plaatsen van de bestelling"
"Customweb_BarclaycardCw::Payment from Applicable Countries","Payment from Applicable Countries"
"Customweb_BarclaycardCw::Payment from Specific Countries","Payment from Specific Countries"
"Customweb_BarclaycardCw::Payment from applicable countries","Betaling van de toepasselijke landen"
"Customweb_BarclaycardCw::Payment from specific countries","Betaling van specifieke landen"
"Customweb_BarclaycardCw::Payment is pending at BarclaycardCw","Betaling in behandeling bij BarclaycardCw"
"Customweb_BarclaycardCw::Payment method description","Beschrijving van de betaalmethode"
"Customweb_BarclaycardCw::Payment with %s","Payment with %s"
"Customweb_BarclaycardCw::Payment with Barclaycard","Betalen met Barclaycard"
"Customweb_BarclaycardCw::Payments may be updated periodically (interval in minutes). To use this feature you have to setup magento cron","Betalingen kunnen automatisch worden bijgewerkt (in minuten) via API (indien ingeschakeld). Om de functie te gebruiken, moet de Magento Cron worden ingeschakeld."
"Customweb_BarclaycardCw::Pending","Pending"
"Customweb_BarclaycardCw::Pending BarclaycardCw","Pending BarclaycardCw"
"Customweb_BarclaycardCw::Phone Number","Phone Number"
"Customweb_BarclaycardCw::Place Order","Place Order"
"Customweb_BarclaycardCw::Please agree to all the terms and conditions before placing the order.","Please agree to all the terms and conditions before placing the order."
"Customweb_BarclaycardCw::Please check the entered CVC number.","Controleer de ingevoerde CVC nummer."
"Customweb_BarclaycardCw::Please check the entered credit card number.","Controleer de ingevoerde creditcardnummer."
"Customweb_BarclaycardCw::Please enter here a salutation.","Vul hier een aanhef."
"Customweb_BarclaycardCw::Please enter here the Bank Identifier Code (BIC).","Vul hier de Bank Identifier Code (BIC)."
"Customweb_BarclaycardCw::Please enter here the CVC code from your card. You find the code on the back of the card.","Voer hier het CVC uw kaart in te voeren. U kunt dit vinden op de achterkant van uw creditcard."
"Customweb_BarclaycardCw::Please enter here the International Bank Account Number (IBAN).","Voer hier het International Bank Account Number (IBAN)."
"Customweb_BarclaycardCw::Please enter here the account holder name on the card.","Vul hier de naam rekeninghouder op de kaart."
"Customweb_BarclaycardCw::Please enter here the account holder name.","Vul hier de naam van de rekeninghouder."
"Customweb_BarclaycardCw::Please enter here the account number of your bank account.","Vul het rekeningnummer van uw bankrekening in te voeren"
"Customweb_BarclaycardCw::Please enter here the bank code of your bank.","Vul hier de bankcode van uw bank in te voeren"
"Customweb_BarclaycardCw::Please enter here the card holder name on the card.","Geef de kaarthouder een"
"Customweb_BarclaycardCw::Please enter here the commercial number of your company.","Vul hier het commerciële nummer van uw bedrijf."
"Customweb_BarclaycardCw::Please enter here the name of the account owner.","Vul de naam van de rekeninghouder in te voeren"
"Customweb_BarclaycardCw::Please enter here the number on your card.","Vul het kaartnummer van uw creditcard in te voeren"
"Customweb_BarclaycardCw::Please enter here the sales tax number of your company.","Vul hier de omzetbelasting nummer van uw bedrijf."
"Customweb_BarclaycardCw::Please enter here your phone number.","Please enter here your phone number."
"Customweb_BarclaycardCw::Please enter here your social security number.","Vul hier uw sofi-nummer."
"Customweb_BarclaycardCw::Please enter the location of your bank.","Vul de locatie van uw bank."
"Customweb_BarclaycardCw::Please enter the name of your bank.","Vul de naam van uw bank."
"Customweb_BarclaycardCw::Please enter your IBAN number.","Gelieve uw IBAN-nummer."
"Customweb_BarclaycardCw::Please enter your issue number, if there is no CVC code on your card.","Vul uw probleem nummer als er geen CVC code op uw kaart."
"Customweb_BarclaycardCw::Please enter your salutation.","Please enter your salutation."
"Customweb_BarclaycardCw::Please enter your salution.","Vul uw begroeting."
"Customweb_BarclaycardCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Customweb_BarclaycardCw::Please flash or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.', 'http://www.sellxed.com/en/support","Gelieve knipperen of de opslag cache uit te schakelen en probeer het opnieuw. Als dit niet helpt, moet u de machtiging methode om Payment Page en contact <a href=""%s"" target=""_blank"">sellXed</a>.', 'http://www.sellxed.com/en/support"
"Customweb_BarclaycardCw::Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>.","Please flush or disable the cache storage and retry. If this did not help, change the authorization method to PaymentPage and <a href=""%s"" target=""_blank"">contact sellxed</a>."
"Customweb_BarclaycardCw::Please log in below:","Please log in below:"
"Customweb_BarclaycardCw::Please select","Selecteer aub"
"Customweb_BarclaycardCw::Please select a shipping method before sending the order.","Please select a shipping method before sending the order."
"Customweb_BarclaycardCw::Please select the Bank Identifier Code (BIC) of your bank.","Selecteer de Bank Identifier Code (BIC) van uw bank."
"Customweb_BarclaycardCw::Please select the day of your birth.","Kies de dag van je geboorte."
"Customweb_BarclaycardCw::Please select the expiry month on your card.","Selecteer de mot van vervaldatum op uw kaart."
"Customweb_BarclaycardCw::Please select the expiry year on your card.","Vul datum van de kaart de vervaldatum in te voeren"
"Customweb_BarclaycardCw::Please select the month of your birth.","Kies de maand van je geboorte."
"Customweb_BarclaycardCw::Please select the the year of your birth.","Selecteer het het jaar van uw geboorte."
"Customweb_BarclaycardCw::Please select your gender.","Selecteer uw geslacht."
"Customweb_BarclaycardCw::PostFinance FIS","PostFinance FIS"
"Customweb_BarclaycardCw::Price","Prijs"
"Customweb_BarclaycardCw::Processor","Processor"
"Customweb_BarclaycardCw::Processor Country","Processor Country"
"Customweb_BarclaycardCw::Product","Product"
"Customweb_BarclaycardCw::Product Name","Product Name"
"Customweb_BarclaycardCw::Purchase Point","Purchase Point"
"Customweb_BarclaycardCw::Qty","Hoeveelheid"
"Customweb_BarclaycardCw::RatePAY","RatePAY"
"Customweb_BarclaycardCw::RatePay","RatePay"
"Customweb_BarclaycardCw::Received status update. The transaction was declined","Received status update. The transaction was declined"
"Customweb_BarclaycardCw::Received status update. The transaction was successful","Received status update. The transaction was successful"
"Customweb_BarclaycardCw::Received update notification with unexcpected state: !status","Received update notification with unexcpected state: !status"
"Customweb_BarclaycardCw::Received update notification with unexcpected status: !status","Ontvangen Melding update met unexcpected status:  !status"
"Customweb_BarclaycardCw::Recurring Payments","Recurring Payments"
"Customweb_BarclaycardCw::Red","Red"
"Customweb_BarclaycardCw::Redirection Parameters generated.","Gegenereerd Redirection Parameters"
"Customweb_BarclaycardCw::Refund Amount","Terug te betalen bedrag"
"Customweb_BarclaycardCw::Refund ID","Refund ID"
"Customweb_BarclaycardCw::Refund amount","Terug te betalen bedrag"
"Customweb_BarclaycardCw::Refund information","Informatie van de terugbetaling"
"Customweb_BarclaycardCw::Refund status","Status van de restitutie"
"Customweb_BarclaycardCw::Refunded Amount","Bedrag gecrediteerd"
"Customweb_BarclaycardCw::Refunds","Refunds"
"Customweb_BarclaycardCw::Refused Transaction Threshold","Refused Transaction Threshold"
"Customweb_BarclaycardCw::Register","Register"
"Customweb_BarclaycardCw::Register to Create an Account","Register to Create an Account"
"Customweb_BarclaycardCw::Register with us for future convenience:","Register with us for future convenience:"
"Customweb_BarclaycardCw::Release Date","Release Date"
"Customweb_BarclaycardCw::Remove","Remove"
"Customweb_BarclaycardCw::Reset","Reset"
"Customweb_BarclaycardCw::Review","Review"
"Customweb_BarclaycardCw::Risk Category","Risk Category"
"Customweb_BarclaycardCw::Risk Scoring","Risk Scoring"
"Customweb_BarclaycardCw::Rounding Adjustment","Rounding Adjustment"
"Customweb_BarclaycardCw::Row Total","Rijtotaal"
"Customweb_BarclaycardCw::SAH IN signature is wrong.","SHA IN handtekening is verkeerd."
"Customweb_BarclaycardCw::SEPA Mandate ID","SEPA Mandate ID"
"Customweb_BarclaycardCw::SHA-1","SHA-1"
"Customweb_BarclaycardCw::SHA-256","SHA-256"
"Customweb_BarclaycardCw::SHA-512","SHA-512"
"Customweb_BarclaycardCw::SHA-IN Passphrase","SHA-IN Passphrase"
"Customweb_BarclaycardCw::SHA-OUT Passphrase","SHA-OUT Passphrase"
"Customweb_BarclaycardCw::SKU:","SKU:"
"Customweb_BarclaycardCw::Sales","Sales"
"Customweb_BarclaycardCw::Sales Tax Number","Sales Tax nummer"
"Customweb_BarclaycardCw::Salutation","Aanhef"
"Customweb_BarclaycardCw::Save","Bewaren"
"Customweb_BarclaycardCw::Saved cards:","Opgeslagen kaarten:"
"Customweb_BarclaycardCw::See order and shipping status","See order and shipping status"
"Customweb_BarclaycardCw::Select Brand","Kies een Merk"
"Customweb_BarclaycardCw::Select Method","Select Method"
"Customweb_BarclaycardCw::Select the authorization method to use for processing this payment method.","Selecteer de Autorisatie Methode voor deze betaalmethode."
"Customweb_BarclaycardCw::Select the country code defined in the backend of Barclaycard for this payment method.","Selecteer de in de backend van Barclaycard voor deze betaalmethode landcode."
"Customweb_BarclaycardCw::Select the country to process your bank transfers.","Select the country to process your bank transfers."
"Customweb_BarclaycardCw::Select the date of your birth.","Kies de datum van uw geboorte."
"Customweb_BarclaycardCw::Select the date on which your card expires.","Selecteer de datum waarop uw kaart verloopt."
"Customweb_BarclaycardCw::Select the hash calculation method to use. This value must correspond with the selected value in the back-end of Barclaycard.","Selecteer de methode voor het berekenen van de hash. Deze waarde moet overeenkomen met het einde van de Barclaycard."
"Customweb_BarclaycardCw::Select the processor for direct debit transactions.","Selecteer de processor voor automatische incasso's."
"Customweb_BarclaycardCw::Select the processor for installments.","Select the processor for installments."
"Customweb_BarclaycardCw::Select the processor for open invoice.","Selecteer de processor voor openstaande factuur."
"Customweb_BarclaycardCw::Select your gender","Selecteer uw geslacht"
"Customweb_BarclaycardCw::Send Invoice Email","Send Invoice Email"
"Customweb_BarclaycardCw::Send amounts to Barclaycard in base currency.","Send amounts to Barclaycard in base currency."
"Customweb_BarclaycardCw::Send amounts to Barclaycard in store's base currency.","Send amounts to Barclaycard in store's base currency."
"Customweb_BarclaycardCw::Send invoice email","Send invoice email"
"Customweb_BarclaycardCw::Send the invoice email automatically after invoice creation.","Send the invoice email automatically after invoice creation."
"Customweb_BarclaycardCw::Set direct capture after order. In this case your authoization will directly be captured on your customer's credit card","Voor 'Directe Boeking' het bedrag wordt direct in mindering gebracht na betaling voltooid. Voor 'Vertraagde boeking' het bedrag wordt gedebiteerd pas na een bepaalde periode van je."
"Customweb_BarclaycardCw::Set the sort order to show the external checkouts.","Set the sort order to show the external checkouts."
"Customweb_BarclaycardCw::Settlement after order","Creatie na de bestelling"
"Customweb_BarclaycardCw::Setup","Setup"
"Customweb_BarclaycardCw::Shipping & Handling","Shipping & Handling"
"Customweb_BarclaycardCw::Shipping Address","Shipping Address"
"Customweb_BarclaycardCw::Shipping Amount","Verzending bedrag"
"Customweb_BarclaycardCw::Shipping Information","Verzend Informatie"
"Customweb_BarclaycardCw::Shipping Method","Shipping Method"
"Customweb_BarclaycardCw::Shipping Methods","Shipping Methods"
"Customweb_BarclaycardCw::Shipping Refund","Verzending terugbetaling"
"Customweb_BarclaycardCw::Shop","Shop"
"Customweb_BarclaycardCw::Shop ID","Winkel ID"
"Customweb_BarclaycardCw::Short Installation Instructions:","Korte installatie-instructies:"
"Customweb_BarclaycardCw::Should the amount be captured automatically after the order (direct) or should the amount only be reserved (deferred)?","Mocht het bedrag automatisch worden vastgelegd na de bestelling (direct) of moet de vergoeding alleen worden gereserveerd (uitgestelde)?"
"Customweb_BarclaycardCw::Show","Show"
"Customweb_BarclaycardCw::Show Account Selection","Show Account Selection"
"Customweb_BarclaycardCw::Show Further Settings and Information","Toon meer instellingen en informatie"
"Customweb_BarclaycardCw::Show Image","Show Image"
"Customweb_BarclaycardCw::Show Payment Id","Show Payment Id"
"Customweb_BarclaycardCw::Show the payment id","Show the payment id"
"Customweb_BarclaycardCw::Show the payment id in the order information","Show the payment id in the order information"
"Customweb_BarclaycardCw::Show the payment image","Show the payment image"
"Customweb_BarclaycardCw::Show the payment image on the checkout page","Show the payment image on the checkout page"
"Customweb_BarclaycardCw::Sign In","Sign In"
"Customweb_BarclaycardCw::Slovakia","Slovakia"
"Customweb_BarclaycardCw::Social Security Number","Social Security Number"
"Customweb_BarclaycardCw::Solo Card","Solo Card"
"Customweb_BarclaycardCw::Some cards are not enrolled for the 3D secure process and you may exclude some cards from performing a 3D secure authorization. This setting controls, what should happend with these transactions. This setting requires that the parameter 'CCCTY' is returned.","Sommige kaarten zijn niet ingeschreven voor de 3D-beveiligde proces en kunt u een aantal kaarten uit te sluiten van het uitvoeren van een 3D beveiligde autorisatie. Deze instelling regelt wat er moet gebeuren met deze transacties. Deze instelling vereist dat de parameter 'CCCTY' teruggezonden."
"Customweb_BarclaycardCw::Some credentials for the API access are invalid. Error Code: !code","Some credentials for the API access are invalid. Error Code: !code"
"Customweb_BarclaycardCw::Some credentials for the API access are invalid. Error Code: @code","Some credentials for the API access are invalid. Error Code: @code"
"Customweb_BarclaycardCw::Some input was invalid.","Ongeldige invoer"
"Customweb_BarclaycardCw::Sort Order","Schik de orde"
"Customweb_BarclaycardCw::Static Tempalte Css","Static Tempalte Css"
"Customweb_BarclaycardCw::Static Template Css","Static Template Css"
"Customweb_BarclaycardCw::Status","Status"
"Customweb_BarclaycardCw::Status after HTTP Update Payment Received Status","Status na HTTP bijwerken Betaling ontvangen"
"Customweb_BarclaycardCw::Store the payment details","Store the payment details"
"Customweb_BarclaycardCw::Stored payment details","Stored payment details"
"Customweb_BarclaycardCw::Submit Order","Submit Order"
"Customweb_BarclaycardCw::Submitting order information...","Submitting order information..."
"Customweb_BarclaycardCw::Subtotal","Subtotaal"
"Customweb_BarclaycardCw::Success","Succes"
"Customweb_BarclaycardCw::Successful","Met goed gevolg"
"Customweb_BarclaycardCw::Successful online refund of amount","Succesvolle online teruggaaf van bedragen"
"Customweb_BarclaycardCw::Successful payment authorization.","Succesvolle machtiging."
"Customweb_BarclaycardCw::Successfull online refund of amount","Het bedrag werd met succes terugbetaald."
"Customweb_BarclaycardCw::Support","Support"
"Customweb_BarclaycardCw::Sweden (SE)","Sweden (SE)"
"Customweb_BarclaycardCw::Switzerland (CH)","Zwitserland (CH)"
"Customweb_BarclaycardCw::Table Background Color","Table Background Color"
"Customweb_BarclaycardCw::Table Text Color","Table Text Color"
"Customweb_BarclaycardCw::Tax Amount","Belastingbedrag"
"Customweb_BarclaycardCw::Technical issue: This payment methods is not available at the moment.","Technisch probleem: Deze betaalmethode is momenteel niet beschikbaar."
"Customweb_BarclaycardCw::Telego (Direct Debits DE)","Telego (Direct Debits DE)"
"Customweb_BarclaycardCw::Template URL","Template URL"
"Customweb_BarclaycardCw::Template URL for own template","URL voor eigen template"
"Customweb_BarclaycardCw::Template Url","Template Url"
"Customweb_BarclaycardCw::Test Account SHA-IN Passphrase","Test Account SHA-IN Passphrase"
"Customweb_BarclaycardCw::Test Account SHA-OUT Passphrase","Test Account SHA-OUT Passphrase"
"Customweb_BarclaycardCw::Test Mode","Test Mode"
"Customweb_BarclaycardCw::Test PSPID","Test PSPID"
"Customweb_BarclaycardCw::Test Transaction","Test Transaction"
"Customweb_BarclaycardCw::Text Color","Text Color"
"Customweb_BarclaycardCw::The 'account number' field cannot be empty.","Het 'rekeningnummer' veld kan niet leeg zijn."
"Customweb_BarclaycardCw::The 'account owner' field cannot be empty.","De 'eigenaar van de account' veld kan niet leeg zijn."
"Customweb_BarclaycardCw::The 'account_number' field cannot be longer than 10 digits.","De 'account_number' veld mag niet langer zijn dan 10 cijfers."
"Customweb_BarclaycardCw::The 'account_number' field must be 11 digits long.","De 'account_number' veld moet 11 cijfers lang zijn."
"Customweb_BarclaycardCw::The 'bank code' field cannot be empty and it must be 5 digits long.","Het veld 'bankcode' kan niet leeg zijn en het moet 5 cijfers lang."
"Customweb_BarclaycardCw::The 'bank code' field cannot be empty and it must be 8 digits long.","Het veld 'bankcode' kan niet leeg zijn en het moet 8 cijfers lang."
"Customweb_BarclaycardCw::The CVC code is too long.","De CVC-code is te lang."
"Customweb_BarclaycardCw::The CVC contains invalid chars.","De CVC bevat ongeldige tekens."
"Customweb_BarclaycardCw::The Font Family that will be used","The Font Family that will be used"
"Customweb_BarclaycardCw::The HMAC key as defined in the live backoffice of Barclaycard. You may need generate the HMAC key. Please take a look at the manual how to do this.","The HMAC key as defined in the live backoffice of Barclaycard. You may need generate the HMAC key. Please take a look at the manual how to do this."
"Customweb_BarclaycardCw::The PSPID as given by the Barclaycard.","PSPID van Barclaycard."
"Customweb_BarclaycardCw::The SEPA mandate schema does not contain the tag '!tag'. This tag is required.","De SEPA-machtiging schema niet de tag 'tag!' Bevatten. Deze tag is nodig."
"Customweb_BarclaycardCw::The SHA signature of the 3D Secure callback was not valid.","De SHA ondertekening van het 3D Secure callback was niet geldig."
"Customweb_BarclaycardCw::The SHA signatures do not match.","De SHA handtekeningen komen niet overeen."
"Customweb_BarclaycardCw::The URL indicated here is rendered as Template. For this you must select option 'Use own template'. The URL must point to an HTML page that contains the string '$$$PAYMENT ZONE$$$'. This part of the HTML file is replaced with the form for the credit card input.","De hier beschikbare URL wordt doorgegeven als template. Hiervoor moet je selecteren optie 'Eigen template gebruiken'. De URL moet verwijzen naar een HTML-pagina die de string '$$$PAYMENT ZONE$$$' bevat. Dit deel van de HTML file vervangen door de vorm van de credit card input."
"Customweb_BarclaycardCw::The URL indicated here is used to rendered the template for mobile devices. This field is only considered when the option mobile template is set to 'Use own template'.","The URL indicated here is used to rendered the template for mobile devices. This field is only considered when the option mobile template is set to 'Use own template'."
"Customweb_BarclaycardCw::The acquiring system is not available. Hence the authorization is not completed.","Het acquiring systeem is niet beschikbaar, de machtiging kan niet worden voltooid."
"Customweb_BarclaycardCw::The alias could not be found.","The alias could not be found."
"Customweb_BarclaycardCw::The alias has been deleted.","De alias is verwijderd."
"Customweb_BarclaycardCw::The alias manager allows the customer to select from a credit card previously stored. The credit card data is stored by Barclaycard.","De alias manager kan de klant om te betalen met een vooraf opgeslagen creditcard. De creditcard gegevens worden opgeslagen door Barclaycard."
"Customweb_BarclaycardCw::The alias transaction could not be conductet with error code: !code, and reason: !reason:","The alias transaction could not be conductet with error code: !code, and reason: !reason:"
"Customweb_BarclaycardCw::The amount could not be verified.","The amount could not be verified."
"Customweb_BarclaycardCw::The amount of !amount is authorized.","Het bedrag van !amount is toegestaan."
"Customweb_BarclaycardCw::The amount of !amount is captured.","De hoeveelheid !amount wordt opgevangen."
"Customweb_BarclaycardCw::The authorization could not be completed, due to a delayed external validation of the payment.","De vergunning kan niet worden voltooid vanwege een vertraging met de externe validatie van de betaling."
